Id,LotFrontage,LotArea,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,GarageYrBlt,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,ScreenPorch,SalePrice
-1.730864877400689,-0.20410143847154957,-0.33580085080990196,1.0510764723311707,0.8786680880058696,0.7343934691623771,0.6096581194093901,0.0,-0.9516489566569074,-0.48123598788643,-0.8253998632711711,1.1623947856948835,0.4161243073571937,0.9924258852482346,0.3667433077929035,-0.7786910460029173,0.3216602515416554,0.0,0.0,0.4388574026170728
-1.728492204505006,0.53054140150147,-0.024547662142335974,0.15671708450979704,-0.4295769652193609,-0.6574070341163675,1.2346139818171178,0.0,-0.6448944194166475,0.5215999834708621,0.28297859878903847,-0.795368365966225,-0.5002456024250949,-0.10154317610852794,-0.05467998367446562,1.7279337462413968,-0.7956634351192842,0.0,0.0,0.0486984555398326
-1.7261195316093232,-0.05717287047694566,0.42203299985895437,0.9848276287888467,0.8302145675160463,0.49295868798137044,0.10417911305019843,0.0,-0.30151247474471465,-0.32315347023404895,-0.6506801057050297,1.189904338177241,0.5715799170524034,0.9113911399625485,0.6540773701570188,-0.7786910460029173,-0.02635860168060445,0.0,0.0,0.6556123732155396
-1.7237468587136402,-0.4489823851292227,-0.03808040947570841,-1.8638726435310842,-0.720298088158301,-0.6574070341163675,-0.5161814856633549,0.0,-0.058855900509882104,-0.7282399217182753,-0.5387502610142203,0.9377334404222973,0.43044258719754197,0.7898390220340193,0.8169000054966842,-0.7786910460029173,-0.1545760739203844,0.0,0.0,-0.5509902964492588
-1.7213741858179572,0.7264461588276085,1.236704389327975,0.9517032070176847,0.7333075265363995,1.8279510074528191,0.4924788952079411,0.0,-0.1733165487338597,0.23260538088760307,-0.0364309580115638,1.6185948643606454,1.4143129590843295,0.8708737673197054,1.745946807140657,0.8363155315504663,0.7429462317580753,0.0,0.0,1.0385461546061643
-1.7190015129222744,0.7754223481591431,1.197459422061195,0.7198322546195508,0.4910399240872828,-0.6574070341163675,0.6693965474336582,0.0,-1.148521271602149,-0.6294383481855372,-0.9891996359894286,0.5021655261183037,-0.2956987475629769,0.5872521588198041,0.041098037113572815,-0.44223134234596234,-0.24615998266308436,0.0,0.0,-0.5076393023295654
-1.7166288400265914,0.28566045484379676,0.10644933204470919,1.0842008941023327,0.9755751289855163,0.6633832394032575,2.1329880340282266,0.0,-0.5693503915888222,1.5688966629178864,1.462336962360493,-0.795368365966225,0.3833968105792548,1.0329432578910778,0.7881665992602725,1.3662395648101704,0.24839312454749543,0.0,0.0,1.862215042880338
-1.7142561671309084,,0.1871045061516089,0.05734381919631108,-0.5749375266888309,1.0468384801025032,0.961195792013737,0.0,-0.800560901001257,0.13874388603150184,-0.14017081406646026,1.4581224748802266,1.193402355833242,-0.2230952940370571,0.060253641271180505,1.198009712981693,2.629574751857694,0.0,0.0,0.3160295859446083
-1.7118834942352257,-0.8897680891130344,-0.9664268765450574,-1.3338818951924925,-1.689368497954768,-0.6574070341163675,-1.0124699646341975,0.0,0.8842998408556934,-0.24411221140785846,-0.3722204920839918,0.9285635895948449,0.5470342944689492,-1.9248249450364656,-0.016368775359250243,-0.02165671277476867,-0.7956634351192842,0.0,0.0,-0.6969386433188931
-1.7095108213395427,-0.9387442784445691,-0.6145754458773741,-1.0688865210231964,-1.689368497954768,-0.6574070341163675,0.942814737237039,0.0,-0.974541086301703,-0.14778067721343877,-0.22207070042558905,-0.795368365966225,-0.8786572839200132,-1.600685963893721,-1.2758497487219556,-0.7786910460029173,-0.7223963081251241,0.0,0.0,-0.8688975866603434
